shot_id,shot_made_flag
1,0.656603629
8,0.659131041
17,0.298872186
20,0.262842085
33,0.66209444
34,0.649164806
35,0.562611581
36,0.592632978
37,0.33992565
38,0.66458357
45,0.60356323
50,0.676893182
55,0.699359135
60,0.68701469
66,0.673542563
67,0.690125094
71,0.651404996
80,0.680474854
85,0.681695452
86,0.417032805
95,0.416693236
104,0.66291472
113,0.666354938
123,0.676418556
126,0.254634919
133,0.341929286
141,0.679116474
144,0.658328963
150,0.262842085
152,0.652917537
153,0.271343961
156,0.574264401
159,0.145115258
165,0.240264409
172,0.651448572
182,0.125406341
192,0.657237961
193,0.256860871
196,0.669577371
202,0.672871364
210,0.679529609
211,0.664829787
228,0.073298955
257,0.650264019
260,0.650918516
264,0.652513964
267,0.422059658
279,0.125406341
282,0.655042491
293,0.657836371
299,0.256746102
300,0.414903365
301,0.290955522
317,0.664716877
327,0.659388426
328,0.677522657
335,0.581969903
346,0.283204361
348,0.680336821
365,0.651091209
390,0.276362543
391,0.271343961
392,0.309129858
397,0.672249858
418,0.650803388
428,0.719275378
434,0.401729586
439,0.581969903
440,0.653138069
456,0.661118516
459,0.680552526
472,0.650133373
480,0.672196628
491,0.672282202
497,0.651638028
509,0.655093297
511,0.661623069
523,0.716670079
533,0.651445829
544,0.594907629
546,0.651603899
555,0.271343961
558,0.652670414
560,0.671370855
573,0.673063812
591,0.652413082
596,0.673009587
597,0.661465569
601,0.414353838
605,0.650120932
617,0.668145587
628,0.672241183
634,0.662744199
646,0.679912937
649,0.652940409
651,0.256860871
654,0.25192872
656,0.581969903
657,0.658600921
669,0.656099541
670,0.125406341
693,0.414583676
694,0.679355775
699,0.654292896
711,0.655912398
718,0.662341915
722,0.656411703
723,0.677488555
725,0.393280292
734,0.66258191
735,0.581969903
737,0.303524407
746,0.663998819
747,0.407277863
766,0.679141262
767,0.675625423
771,0.700887455
773,0.688160306
774,0.652673584
783,0.681100875
784,0.663906187
789,0.674182298
792,0.650583876
804,0.666481465
809,0.657601941
812,0.659838341
813,0.658256964
817,0.668264524
820,0.665244539
825,0.665320529
826,0.652776102
829,0.654924475
855,0.648853394
859,0.271343961
862,0.647982662
870,0.662959346
876,0.66304868
880,0.674669598
886,0.077606034
889,0.255971648
891,0.581969903
897,0.077606034
902,0.661492328
903,0.680885615
908,0.661208331
909,0.658090944
920,0.654579346
922,0.650684276
924,0.409231325
932,0.662068124
934,0.663518369
937,0.652926978
941,0.67589554
943,0.663539407
950,0.663636158
952,0.662281507
954,0.125406341
963,0.67267234
975,0.661681779
979,0.658175039
981,0.654612681
983,0.732849361
985,0.552152863
989,0.551801728
995,0.650113834
998,0.594907629
1008,0.68062913
1019,0.330068305
1023,0.653181304
1026,0.664780373
1029,0.41234656
1034,0.223935564
1036,0.414612689
1038,0.666576648
1039,0.409019765
1051,0.575647686
1052,0.680009686
1066,0.655830409
1087,0.680088475
1092,0.723652206
1094,0.244510154
1098,0.650451331
1099,0.65429847
1102,0.659491444
1118,0.656713427
1131,0.680831574
1133,0.256860871
1135,0.115432441
1138,0.581969903
1139,0.240264409
1142,0.648787747
1151,0.597994588
1152,0.66259874
1155,0.322591038
1165,0.666343316
1167,0.079427372
1172,0.602885913
1174,0.282561856
1180,0.581969903
1200,0.651951722
1202,0.658250769
1227,0.416187091
1228,0.357007141
1229,0.665357866
1237,0.581969903
1241,0.654309068
1256,0.690752684
1279,0.650082303
1293,0.631819131
1295,0.665185179
1319,0.256860871
1320,0.650064755
1321,0.286259212
1322,0.390459708
1334,0.693120632
1351,0.27735645
1373,0.659094865
1375,0.661246125
1380,0.552100571
1382,0.282688633
1385,0.575647686
1399,0.668216368
1403,0.125406341
1428,0.674927827
1434,0.665268807
1444,0.115396654
1448,0.656615834
1466,0.252365924
1476,0.649617445
1478,0.651417037
1485,0.656290156
1491,0.28278202
1494,0.403145737
1500,0.581969903
1501,0.417230663
1503,0.651278178
1519,0.341929286
1524,0.658391348
1529,0.287144605
1533,0.27735645
1538,0.077606034
1539,0.654093836
1546,0.581969903
1555,0.651489884
1559,0.668404379
1563,0.423401977
1565,0.262842085
1574,0.672035231
1591,0.667160371
1594,0.690246204
1605,0.688884811
1611,0.650567775
1614,0.652829709
1620,0.651099976
1626,0.690431621
1630,0.650563502
1632,0.653663962
1634,0.673115309
1643,0.663857814
1651,0.650456413
1655,0.662997183
1658,0.690345653
1659,0.652817208
1665,0.659754757
1675,0.658261758
1680,0.240264409
1690,0.653750294
1696,0.687604805
1714,0.686299423
1721,0.663337523
1726,0.660675464
1728,0.658553323
1734,0.65515521
1735,0.66337684
1740,0.658815062
1744,0.254497402
1747,0.668198794
1752,0.669800276
1763,0.262842085
1765,0.271343961
1769,0.664018179
1785,0.402366772
1787,0.661798545
1788,0.581969903
1793,0.672850136
1800,0.651237967
1825,0.649533596
1826,0.271343961
1834,0.670952719
1843,0.652482368
1844,0.657475057
1848,0.663310455
1849,0.581969903
1860,0.581969903
1863,0.581969903
1875,0.408962866
1883,0.650694336
1890,0.66083208
1892,0.653202394
1893,0.652513964
1897,0.660250106
1905,0.663788215
1908,0.378193522
1931,0.680111366
1940,0.240264409
1943,0.65198801
1947,0.710397324
1965,0.392979473
1967,0.650527288
1968,0.651139816
1972,0.271343961
1982,0.676124285
1985,0.670066859
2005,0.225221142
2010,0.251004484
2021,0.652931405
2024,0.288450061
2036,0.651310918
2043,0.401979082
2047,0.449315453
2049,0.663645456
2055,0.661699986
2065,0.650199498
2066,0.658364338
2070,0.679415986
2077,0.145115258
2085,0.289639931
2095,0.427365523
2097,0.341929286
2108,0.581969903
2112,0.339754766
2113,0.310618233
2122,0.721817663
2139,0.651275628
2144,0.420578155
2146,0.680471898
2148,0.728011789
2149,0.27735645
2157,0.649509352
2159,0.656416774
2168,0.654262694
2176,0.594907629
2178,0.341929286
2181,0.688496161
2187,0.303771588
2188,0.677103496
2190,0.677993134
2194,0.581969903
2197,0.680402833
2214,0.680574984
2217,0.746812232
2222,0.662711552
2223,0.676612649
2226,0.675265172
2230,0.27735645
2240,0.575647686
2247,0.658463473
2250,0.680806362
2259,0.426166328
2262,0.652566294
2266,0.652145936
2305,0.665267383
2310,0.651399887
2313,0.581969903
2319,0.241277074
2320,0.418087105
2345,0.680928413
2350,0.341929286
2356,0.667326416
2360,0.43841987
2370,0.648078653
2386,0.656099541
2398,0.674133006
2414,0.28278202
2435,0.271343961
2439,0.596173968
2446,0.271343961
2458,0.675799778
2465,0.672236759
2466,0.650079937
2470,0.655198193
2495,0.28278202
2501,0.661919294
2507,0.673538553
2533,0.710108387
2537,0.665838153
2538,0.677266229
2541,0.670370037
2542,0.271343961
2544,0.218493601
2554,0.686149493
2555,0.689437184
2565,0.55548261
2575,0.257051079
2586,0.581969903
2588,0.660268771
2594,0.341929286
2617,0.581969903
2618,0.679966906
2623,0.077606034
2631,0.581969903
2640,0.680961984
2642,0.262842085
2647,0.659549424
2663,0.649936784
2664,0.654637862
2676,0.649931499
2680,0.067759132
2681,0.650191177
2691,0.661589172
2693,0.652813018
2695,0.581969903
2704,0.659491413
2708,0.67542781
2709,0.067759132
2717,0.262842085
2722,0.650910944
2728,0.688717694
2732,0.271343961
2743,0.57527148
2752,0.673420943
2757,0.28278202
2761,0.581969903
2769,0.678421681
2771,0.594907629
2774,0.652776891
2776,0.653246643
2781,0.666267605
2793,0.668728804
2799,0.699742804
2803,0.679212603
2811,0.668064581
2818,0.664675649
2824,0.552065451
2828,0.256860871
2829,0.660675464
2830,0.650775429
2842,0.28278202
2847,0.27735645
2848,0.676815186
2868,0.673004853
2870,0.65979263
2885,0.723529822
2886,0.659191646
2889,0.418346225
2903,0.651569796
2904,0.27894267
2918,0.225486396
2919,0.664949268
2922,0.650517125
2923,0.667936845
2931,0.667543293
2945,0.661039701
2955,0.655006281
2957,0.341929286
2960,0.256860871
2963,0.672679966
2966,0.240264409
2972,0.287526015
2974,0.671915672
2982,0.678234422
2984,0.276882503
3016,0.581969903
3021,0.659466794
3023,0.240264409
3025,0.649140988
3029,0.687138703
3034,0.271343961
3038,0.664691425
3040,0.649191674
3051,0.303844178
3062,0.686517421
3069,0.672194634
3071,0.672730619
3076,0.115432441
3079,0.670391106
3081,0.681129467
3082,0.650575218
3084,0.243029417
3098,0.662108741
