shot_id,shot_made_flag
1,0.724468786
8,0.700714977
17,0.334058234
20,0.316043183
33,0.693399936
34,0.697582403
35,0.750669426
36,0.653142497
37,0.344298845
38,0.777291785
45,0.712620954
50,0.743446352
55,0.749679567
60,0.843507345
66,0.746771282
67,0.815062458
71,0.630109909
80,0.732542005
85,0.800847726
86,0.518516403
95,0.610320126
104,0.76520736
113,0.641094136
123,0.828209278
126,0.37731746
133,0.379764718
141,0.749818641
144,0.733914981
150,0.316043183
152,0.656458769
153,0.320294121
156,0.591198167
159,0.202784687
165,0.299585845
172,0.698724286
182,0.194909596
192,0.757039107
193,0.313052576
196,0.712508163
202,0.807685682
210,0.694764805
211,0.789914894
228,0.141640099
257,0.58013201
260,0.580459258
264,0.808756952
267,0.565862489
279,0.194909596
282,0.806271246
293,0.653918186
299,0.403373051
300,0.612451682
301,0.550477761
317,0.777358438
327,0.619694213
328,0.793260817
335,0.588846123
346,0.461602121
348,0.805168142
365,0.735545604
390,0.322803412
391,0.320294121
392,0.473273684
397,0.826124929
418,0.715401694
428,0.659585609
434,0.625864793
439,0.588846123
440,0.705319034
456,0.685559258
459,0.603660323
472,0.709709544
480,0.805493193
491,0.761141101
497,0.657069014
509,0.807546648
511,0.800811535
523,0.77833504
533,0.692795952
544,0.595314986
546,0.741185134
555,0.320294121
558,0.686335207
560,0.685685427
573,0.791948454
591,0.811206541
596,0.781504793
597,0.650732785
601,0.482176919
605,0.745060466
617,0.765186896
628,0.786103008
634,0.752376758
646,0.588273681
649,0.73452576
651,0.313052576
654,0.305418001
656,0.588846123
657,0.624300461
669,0.58868132
670,0.194909596
693,0.647291838
694,0.639677887
699,0.767146448
711,0.753684353
718,0.688124442
722,0.7761365
723,0.680077611
725,0.461640146
734,0.729880195
735,0.588846123
737,0.481761846
746,0.794157846
747,0.646113701
766,0.809570631
767,0.827806244
771,0.805383989
773,0.838413118
774,0.806336792
783,0.749717104
784,0.796953093
789,0.807090553
792,0.650291908
804,0.724240732
809,0.692024829
812,0.804904865
813,0.62908804
817,0.547916478
820,0.775234429
825,0.717660265
826,0.591387932
829,0.694244444
855,0.772619707
859,0.320294121
862,0.749407998
870,0.784539197
876,0.726471806
880,0.787334799
886,0.149046516
889,0.387985824
891,0.588846123
897,0.149046516
902,0.753246164
903,0.810442778
908,0.828104165
909,0.699045472
920,0.780480149
922,0.64533886
924,0.463071707
932,0.702284062
934,0.806759185
937,0.758963489
941,0.555494628
943,0.787389784
950,0.641818079
952,0.62050529
954,0.194909596
963,0.78333617
975,0.618160307
979,0.804087519
981,0.803139674
983,0.721691932
985,0.486936212
989,0.457884338
995,0.660056917
998,0.595314986
1008,0.82228794
1019,0.366202469
1023,0.821588297
1026,0.696503329
1029,0.418444171
1034,0.361965577
1036,0.607304586
1038,0.710788324
1039,0.489636297
1051,0.591889809
1052,0.799738425
1066,0.802914042
1087,0.764627571
1092,0.666825328
1094,0.397255077
1098,0.670225666
1099,0.827149235
1102,0.679745722
1118,0.696098119
1131,0.700078704
1133,0.313052576
1135,0.189922646
1138,0.588846123
1139,0.299585845
1142,0.814387526
1151,0.743340928
1152,0.65804937
1155,0.551280797
1165,0.763171658
1167,0.288032537
1172,0.614656467
1174,0.416232216
1180,0.588846123
1200,0.710713511
1202,0.672786157
1227,0.499751356
1228,0.620701143
1229,0.752678933
1237,0.588846123
1241,0.787154534
1256,0.840376342
1279,0.815041152
1293,0.613770737
1295,0.807592589
1319,0.313052576
1320,0.805032378
1321,0.463129606
1322,0.545229705
1334,0.831560316
1351,0.317815508
1373,0.697144636
1375,0.820603303
1380,0.477044343
