shot_id,shot_made_flag
1,0.717735752
8,0.602087361
17,0.290632141
20,0.266612073
33,0.694729626
34,0.596776537
35,0.675074387
36,0.541755319
37,0.255661773
38,0.703055714
45,0.617375487
50,0.657928788
55,0.666239423
60,0.791343127
66,0.662361709
67,0.75341673
71,0.507603331
80,0.653649902
85,0.734463635
86,0.35802187
95,0.557795491
104,0.686943147
113,0.521458848
123,0.770945704
126,0.169756613
133,0.341698145
141,0.69607765
144,0.672219309
150,0.266612073
152,0.541945025
153,0.272279991
156,0.60595992
159,0.105280519
165,0.23535881
172,0.598299048
182,0.103279831
192,0.751491974
193,0.262624597
196,0.676384914
202,0.743580909
210,0.59301974
211,0.719886525
228,0.055000119
257,0.440176013
260,0.440612344
264,0.74500931
267,0.421373105
279,0.103279831
282,0.741694994
293,0.538557581
299,0.204497401
300,0.48326891
301,0.400637015
317,0.703144585
327,0.492925617
328,0.771681771
335,0.600384421
346,0.28213624
348,0.740224548
365,0.647394139
390,0.275625711
391,0.272279991
392,0.299419905
397,0.768166572
418,0.620535592
428,0.546183585
434,0.501153057
439,0.600384421
440,0.607092046
456,0.580745677
459,0.609701684
472,0.612946058
480,0.741464419
491,0.681521468
497,0.542758686
509,0.743395531
511,0.734415379
523,0.704446719
533,0.592074997
544,0.609009572
546,0.693069266
555,0.272279991
558,0.581780276
560,0.580913903
573,0.722598097
591,0.748275388
596,0.708673058
597,0.53431038
601,0.309569225
605,0.660080621
617,0.772097058
628,0.714827456
634,0.761829466
646,0.579941958
649,0.646034347
651,0.262624597
654,0.243135017
656,0.600384421
657,0.499067281
669,0.504066361
670,0.103279831
693,0.529722451
694,0.519570516
699,0.689528597
711,0.703941599
718,0.688227943
722,0.770941135
723,0.573436815
725,0.282186861
734,0.735054606
735,0.600384421
737,0.309016271
746,0.769332546
747,0.544851908
766,0.746094175
767,0.770416949
771,0.740591636
773,0.785440204
774,0.741782389
783,0.666289472
784,0.729270791
789,0.742788199
792,0.533722584
804,0.632320976
809,0.698401294
812,0.739892227
813,0.505504643
817,0.505509683
820,0.740163026
825,0.623547019
826,0.455184068
829,0.64994965
855,0.69756893
859,0.272279991
862,0.665877331
870,0.712718929
876,0.70869912
880,0.716446399
886,0.057608274
889,0.183981098
891,0.600384421
897,0.057608274
902,0.670994886
903,0.747257077
908,0.770805554
909,0.598727296
920,0.707306866
922,0.527122851
924,0.346154217
932,0.603045416
934,0.74234558
937,0.678617985
941,0.52393036
943,0.755692938
950,0.522424105
952,0.594854338
954,0.103279831
963,0.711114894
975,0.581121186
979,0.738783359
981,0.737519565
983,0.66856624
985,0.47921302
989,0.434534486
995,0.546742556
998,0.609009572
1008,0.78041942
1019,0.312506689
1023,0.762120869
1026,0.596520248
1029,0.281564374
1034,0.149290376
1036,0.47640846
1038,0.614384432
1039,0.392679843
1051,0.606882109
1052,0.733339791
1066,0.737220273
1087,0.686170095
1092,0.555768137
1094,0.196340103
1098,0.560300888
1099,0.769532314
1102,0.572994296
1118,0.624475618
1131,0.720554383
1133,0.262624597
1135,0.096630564
1138,0.600384421
1139,0.23535881
1142,0.752525165
1151,0.658663059
1152,0.544065826
1155,0.401727359
1165,0.684228877
1167,0.052951582
1172,0.486590609
1174,0.221707904
1180,0.600384421
1200,0.614634481
1202,0.647722735
1227,0.430791394
1228,0.524671427
1229,0.670238577
1237,0.600384421
1241,0.716206046
1256,0.787168456
1279,0.753388202
1293,0.63361724
1295,0.743456786
1319,0.262624597
1320,0.74004317
1321,0.284172808
1322,0.393639805
1334,0.775413755
1351,0.256337001
1373,0.726063243
1375,0.76083075
1380,0.428067047
1382,0.248459089
1385,0.606882109
1399,0.725477579
1403,0.103279831
1428,0.756618552
1434,0.663512538
1444,0.096606706
1448,0.744410556
1466,0.16824395
1476,0.56641163
1478,0.700944691
1485,0.63752677
1491,0.279905363
1494,0.482097158
1500,0.600384421
1501,0.360931553
1503,0.574185452
1519,0.341698145
1524,0.512260899
1529,0.251429737
1533,0.256337001
1538,0.057608274
1539,0.736062557
1546,0.600384421
1555,0.734326589
1559,0.645602919
1563,0.368934651
1565,0.266612073
1574,0.694690154
1591,0.518106914
1594,0.653497469
1605,0.659256541
1611,0.740378517
1614,0.681886473
1620,0.627399984
1626,0.79362108
1630,0.467042335
1632,0.755775975
1634,0.575410206
1643,0.722571876
1651,0.706970942
1655,0.634664789
1658,0.686897102
1659,0.668544805
1665,0.579836505
1675,0.552174505
1680,0.23535881
1690,0.722500196
1696,0.511736537
1714,0.724199615
1721,0.555558349
1726,0.767116976
1728,0.772368882
1734,0.763436807
1735,0.75558456
1740,0.579210041
1744,0.196331601
1747,0.505465863
1752,0.63986685
1763,0.266612073
1765,0.272279991
1769,0.729345453
1785,0.441577848
1787,0.467865697
1788,0.600384421
1793,0.595233424
1800,0.687491978
1825,0.504133509
1826,0.272279991
1834,0.753968479
1843,0.668321579
1844,0.646205594
1848,0.687392155
1849,0.600384421
1860,0.600384421
1863,0.600384421
1875,0.53264191
1883,0.693796224
1890,0.753888053
1892,0.675468263
1893,0.74500931
1897,0.700166737
1905,0.609192143
1908,0.358795682
1931,0.760074244
1940,0.23535881
1943,0.694658673
1947,0.800264883
1965,0.381986315
1967,0.700684858
1968,0.574093211
1972,0.272279991
1982,0.654082857
1985,0.671155684
2005,0.190147428
2010,0.247336323
2021,0.72195427
2024,0.318966708
2036,0.754207279
2043,0.446874944
2047,0.519543636
2049,0.469096971
2055,0.671466658
2065,0.760132999
2066,0.638909558
2070,0.519610657
2077,0.105280519
2085,0.273093287
2095,0.491577016
2097,0.341698145
2108,0.600384421
2112,0.373169844
2113,0.282078822
2122,0.814545108
2139,0.720850418
2144,0.407052103
2146,0.760314599
2148,0.552674526
2149,0.256337001
2157,0.66856179
2159,0.757611183
2168,0.529508463
2176,0.609009572
2178,0.341698145
2181,0.69899744
2187,0.209181059
2188,0.684735664
2190,0.651995423
2194,0.600384421
2197,0.786935222
2214,0.527049989
2217,0.831208155
2222,0.695141035
2223,0.724963988
2226,0.643510114
2230,0.256337001
2240,0.606882109
2247,0.672308982
2250,0.737204241
2259,0.497444219
2262,0.661710863
2266,0.454763957
2305,0.721844922
2310,0.734266591
2313,0.600384421
2319,0.180851383
2320,0.338724737
2345,0.740618942
2350,0.341698145
2356,0.764884277
2360,0.332279913
2370,0.578719102
2386,0.504066361
2398,0.692755337
2414,0.279905363
2435,0.272279991
2439,0.620566298
2446,0.272279991
2458,0.578866519
2465,0.66815784
2466,0.726719958
2470,0.590132129
2495,0.279905363
2501,0.774612862
2507,0.765692369
2533,0.793405591
2537,0.623892102
2538,0.758177486
2541,0.546913358
2542,0.272279991
2544,0.158995734
2554,0.770766329
2555,0.766291456
2565,0.47689526
2575,0.181682348
2586,0.600384421
2588,0.492401403
2594,0.341698145
2617,0.600384421
2618,0.57331127
2623,0.057608274
2631,0.600384421
2640,0.760641322
2642,0.266612073
2647,0.75303295
2663,0.71329119
2664,0.736425242
2676,0.579954333
2680,0.051306904
2681,0.593460785
2691,0.687726115
2693,0.458542012
2695,0.600384421
2704,0.725216497
2708,0.78361854
2709,0.051306904
2717,0.266612073
2722,0.727273963
2728,0.51914513
2732,0.272279991
2743,0.54351432
2752,0.555613962
2757,0.279905363
2761,0.600384421
2769,0.758947788
2771,0.609009572
2774,0.675184594
2776,0.484386651
2781,0.757511737
2793,0.619152536
2799,0.655606314
2803,0.652808402
2811,0.505376388
2818,0.6431171
2824,0.514376967
2828,0.262624597
2829,0.767116976
2830,0.660516953
2842,0.279905363
2847,0.256337001
2848,0.73787679
2868,0.728669902
2870,0.659861753
2885,0.589019881
2886,0.446127764
2889,0.478897483
2903,0.721046531
2904,0.277345796
2918,0.190324264
2919,0.763299512
2922,0.664746867
2923,0.611957897
2931,0.665028862
2945,0.494026468
2955,0.733337521
2957,0.341698145
2960,0.262624597
2963,0.6573422
2966,0.23535881
2972,0.29168401
2974,0.714610448
2982,0.545489615
2984,0.239921669
3016,0.600384421
3021,0.726311196
3023,0.23535881
3025,0.747205103
3029,0.731425802
3034,0.272279991
3038,0.635349839
3040,0.459461116
3051,0.255896119
3062,0.557678281
3069,0.708129756
3071,0.77848708
3076,0.096630564
3079,0.728038515
3081,0.754086311
3082,0.753716812
3084,0.162019611
3098,0.73473916
3104,0.734034998
3105,0.71445952
3114,0.275625711
3118,0.633154282
3122,0.6584263
3132,0.773532908
3138,0.756266609
3141,0.600384421
3156,0.341698145
3162,0.266612073
3167,0.768278695
3170,0.674964004
3171,0.678048961
3172,0.609196992
3176,0.057608274
3180,0.570279912
3189,0.52012346
3198,0.700996476
3206,0.62672049
3215,0.672435198
3222,0.258595532
3228,0.768184124
3229,0.601585141
3232,0.666717645
3233,0.753621088
3238,0.664993365
3256,0.538810445
3264,0.415631276
3273,0.734785873
3275,0.382000476
3285,0.462130365
3289,0.734853771
3294,0.678744837
3306,0.601407516
3311,0.272279991
3318,0.759359174
3322,0.302732073
3324,0.712859298
3334,0.358266841
3341,0.727010315
3345,0.654488557
3346,0.096606706
3352,0.753540477
3368,0.577992301
3371,0.791892633
3372,0.520709398
3375,0.629571998
3384,0.758374442
3387,0.746953122
3393,0.688963606
3406,0.620554572
3411,0.279567614
3412,0.280833222
3414,0.529986516
3417,0.257708514
3420,0.266612073
3423,0.266612073
3436,0.760533328
3438,0.256337001
3442,0.759090973
3443,0.761795991
3451,0.778787632
3461,0.714031994
3489,0.674934346
3491,0.57947888
3510,0.198677916
3515,0.41596039
3527,0.495108426
3530,0.600384421
3540,0.555616421
3582,0.688878328
3604,0.600384421
3605,0.754900015
3609,0.615929858
3624,0.663150333
3628,0.266612073
3630,0.638337825
3641,0.66368572
3642,0.597042725
3648,0.733533024
3650,0.057608274
3652,0.052093163
3660,0.740855215
3664,0.727140228
3670,0.781734551
3672,0.754638026
3680,0.600384421
3682,0.057608274
3685,0.342167349
3686,0.772044613
3689,0.660432281
3705,0.715204418
3712,0.756555008
3713,0.564805089
3719,0.666503232
3721,0.711214185
3723,0.235478578
3724,0.768153847
3727,0.696540782
3733,0.361948768
3734,0.58063642
3742,0.638836924
3770,0.782985369
3777,0.624659477
3778,0.750197917
3780,0.579969082
3783,0.735176229
3784,0.656376422
3788,0.765224986
3790,0.771935941
3794,0.707853791
3795,0.666845296
3796,0.552856445
3801,0.354828685
3806,0.707713494
3813,0.606322204
3814,0.627469281
3818,0.471860986
3824,0.561582259
3836,0.746234059
3853,0.674655414
3855,0.712886052
3858,0.600384421
3861,0.272279991
3866,0.77060585
3870,0.63067376
3874,0.057608274
3876,0.756484295
3878,0.786813076
3890,0.673067875
3900,0.105280519
3904,0.774849814
3906,0.597014794
3907,0.709796274
3908,0.616645174
3912,0.600384421
3918,0.052093163
3923,0.051344851
3924,0.727484279
3925,0.633233677
3927,0.368521998
3955,0.051344851
3964,0.600384421
3969,0.609009572
3974,0.272279991
3976,0.600384421
3984,0.744446066
3991,0.762569901
3993,0.057608274
4009,0.551539036
4011,0.713647463
4020,0.698860388
4033,0.488895436
4041,0.562127537
4045,0.23535881
4052,0.609009572
4055,0.536553495
4056,0.700675209
4057,0.572432693
4067,0.057608274
4069,0.679859066
4077,0.630778563
4094,0.479834139
4095,0.721226256
4100,0.526556514
4119,0.633938668
4130,0.511102045
4131,0.761775539
4132,0.323054735
